"","UF","Capital","area","tipoArea","peso","idad","sexo","raca","nvlMaisElevado","anosEst","posTrab","posOcup","rendOcup","grupPosOcup","ocup","classeOcup1","classeOcup2","ln_rendOcup"
"203847",29,29,1,1,2007.853,25,"M","Preta",5,12,1,1,1212,1,5223,4,5,7.10002716662926
"203850",29,29,1,1,1939.592,28,"F","Parda ",5,12,1,1,1600,1,3221,9,3,7.37775890822787
"203851",29,29,1,1,1939.592,35,"M","Parda ",5,12,1,1,1212,2,5414,7,5,7.10002716662926
"203853",29,29,1,1,1597.222,38,"F","Preta",4,12,1,1,350,9,5212,6,5,5.85793315448346
"203854",29,29,1,1,1597.222,38,"M","Preta",5,12,1,1,1200,9,5212,6,5,7.09007683577609
"203857",29,29,1,1,1535.195,44,"F","Preta",2,4,1,1,200,4,9111,11,9,5.29831736654804
"203859",29,29,1,1,1416.817,53,"M","Preta",2,8,1,1,1000,9,5211,4,5,6.90775527898214
"203862",29,29,1,1,2120.424,30,"M","Preta",5,12,1,1,1800,2,4110,4,4,7.49554194388426
"203866",29,29,1,1,1229.426,21,"F","Parda ",5,12,1,1,60,4,5311,11,5,4.0943445622221
"203869",29,29,1,1,1803.539,59,"M","Parda ",7,16,1,1,6000,7,3353,8,3,8.69951474821019
"203871",29,29,1,1,2029.464,47,"F","Preta",7,16,1,1,2500,9,7318,2,7,7.82404601085629
"203872",29,29,1,1,2029.464,48,"M","Branca",5,12,1,1,2800,1,3341,9,3,7.9373746961633
"203874",29,29,1,1,2517.733,42,"M","Parda ",6,13,1,1,5000,7,412,8,10,8.51719319141624
"203875",29,29,1,1,2517.733,39,"F","Parda ",5,12,1,1,1650,1,4110,4,4,7.40853056689463
"203878",29,29,1,1,1782.913,31,"F","Branca",5,12,1,1,2000,1,5223,4,5,7.60090245954208
"203879",29,29,1,1,1368.517,63,"F","Branca",7,16,1,1,2500,1,2351,9,2,7.82404601085629
"203881",29,29,1,1,1779.605,42,"F","Parda ",7,16,1,1,1212,1,4321,7,4,7.10002716662926
"203885",29,29,1,1,887.0578,44,"M","Parda ",5,12,1,1,150,9,3322,4,3,5.01063529409626
"203888",29,29,1,1,975.0774,32,"F","Preta",3,9,1,1,1212,1,4222,7,4,7.10002716662926
"203889",29,29,1,1,975.0774,28,"M","Preta",2,5,1,1,1500,9,8322,5,8,7.3132203870903
"203895",29,29,1,1,959.6194,64,"F","Parda ",3,9,1,1,200,8,5212,6,5,5.29831736654804
"203896",29,29,1,1,959.6194,38,"M","Parda ",3,9,1,1,1000,2,5212,6,5,6.90775527898214
"203902",29,29,1,1,1310.951,34,"F","Preta",6,13,1,1,850,4,9111,11,9,6.74523634948436
"203903",29,29,1,1,1310.951,34,"M","Preta",5,12,1,1,1212,1,9112,6,9,7.10002716662926
"203913",29,29,1,1,1931.965,39,"F","Parda ",7,16,1,1,4000,2,2264,9,2,8.29404964010203
"203916",29,29,1,1,1547.294,50,"M","Parda ",5,12,1,1,2000,9,7112,3,7,7.60090245954208
"203918",29,29,1,1,2411.215,39,"F","Parda ",7,16,1,1,14784,6,2432,8,2,9.60130079388147
"203926",29,29,1,1,2062.031,39,"M","Parda ",5,12,1,1,1400,1,7422,7,7,7.24422751560335
"203927",29,29,1,1,2613.92,34,"M","Parda ",7,16,1,1,3000,1,4110,7,4,8.00636756765025
"203929",29,29,1,1,3225.309,32,"M","Preta",6,14,1,1,3500,1,2431,7,2,8.1605182474775
"203930",29,29,1,1,3225.309,28,"M","Branca",6,15,1,1,1800,1,3341,7,3,7.49554194388426
"203931",29,29,1,1,2580.095,29,"M","Preta",7,16,1,1,7000,7,412,8,10,8.85366542803745
"203932",29,29,1,1,2580.095,30,"F","Branca",7,16,1,1,8000,1,1346,7,1,8.98719682066197
"203935",29,29,1,1,2140.812,24,"F","Parda ",7,16,1,1,1400,9,2264,9,2,7.24422751560335
"203937",29,29,1,1,449.3794,38,"F","Parda ",3,9,1,1,1212,1,9412,6,9,7.10002716662926
"203942",29,29,1,1,605.5253,29,"M","Preta",5,12,1,1,1600,1,5414,7,5,7.37775890822787
"203945",29,29,1,1,341.8891,50,"M","Parda ",5,12,1,1,1400,1,5249,9,5,7.24422751560335
"203946",29,29,1,1,413.7702,41,"F","Parda ",6,13,1,1,3000,9,5221,4,5,8.00636756765025
"203947",29,29,1,1,413.7702,51,"M","Parda ",6,13,1,1,2000,9,5221,4,5,7.60090245954208
"203949",29,29,1,1,405.4959,42,"M","Parda ",7,16,1,1,3500,7,1221,5,1,8.1605182474775
"203950",29,29,1,1,405.4959,42,"F","Parda ",7,16,1,1,2500,7,2619,8,2,7.82404601085629
"203951",29,29,1,1,405.4959,44,"M","Branca",7,16,1,1,11000,8,1219,2,1,9.30565055178051
"203952",29,29,1,1,405.4959,40,"F","Preta",7,16,1,1,11000,8,1219,2,1,9.30565055178051
"203953",29,29,1,1,588.425,32,"M","Preta",4,10,1,1,3000,9,2652,10,2,8.00636756765025
"203959",29,29,1,1,501.1468,39,"M","Parda ",7,16,1,1,5000,1,2511,9,2,8.51719319141624
"203963",29,29,1,1,1086.04,62,"M","Preta",2,4,1,1,1200,9,7113,3,7,7.09007683577609
"203968",29,29,1,1,1533.35,38,"M","Parda ",2,2,1,1,2000,9,7112,3,7,7.60090245954208
"203970",29,29,1,1,1533.35,16,"M","Parda ",4,10,1,1,2000,9,7112,3,7,7.60090245954208
"203976",29,29,1,1,1197.689,40,"M","Parda ",5,12,1,1,2100,7,210,8,10,7.64969262371151
"203979",29,29,1,1,1422.388,47,"M","Preta",5,12,1,1,1200,1,9411,6,9,7.09007683577609
"203980",29,29,1,1,1422.388,44,"F","Preta",5,12,1,1,1212,2,4224,6,4,7.10002716662926
"203989",29,29,1,1,784.9561,27,"M","Parda ",5,12,1,1,1600,1,8332,4,8,7.37775890822787
"203990",29,29,1,1,868.6709,43,"M","Indígena",5,12,1,1,2000,9,7112,3,7,7.60090245954208
"203993",29,29,1,1,924.1101,21,"M","Parda ",5,12,1,1,1200,1,4222,7,4,7.09007683577609
"203994",29,29,1,1,924.1101,21,"M","Parda ",5,12,1,1,1200,1,4222,7,4,7.09007683577609
"203997",29,29,1,1,781.6714,61,"M","Parda ",2,6,1,1,1000,9,7512,6,7,6.90775527898214
"203998",29,29,1,1,781.6714,56,"F","Parda ",2,7,1,1,1000,9,7512,6,7,6.90775527898214
"204005",29,29,1,1,665.8078,59,"M","Preta",2,6,1,1,1800,9,7131,10,7,7.49554194388426
"204012",29,29,1,1,1083.395,28,"M","Preta",3,9,1,1,1212,1,9112,9,9,7.10002716662926
"204017",29,29,1,1,942.0764,31,"F","Parda ",7,16,1,1,1212,5,4110,8,4,7.10002716662926
"204019",29,29,1,1,823.2555,62,"M","Parda ",2,6,1,1,1212,9,9520,4,9,7.10002716662926
"204020",29,29,1,1,1176.135,33,"M","Parda ",2,1,1,1,1300,1,7112,3,7,7.17011954344963
"204021",29,29,1,1,1176.135,37,"F","Parda ",7,16,1,1,1000,9,2264,9,2,6.90775527898214
"204023",29,29,1,1,732.4987,57,"M","Branca",2,1,1,1,1212,1,8343,7,8,7.10002716662926
"204025",29,29,1,1,1062.751,45,"M","Parda ",2,1,1,1,2400,9,7112,3,7,7.78322401633604
"204026",29,29,1,1,1062.751,25,"F","Parda ",4,11,1,1,1212,4,9111,11,9,7.10002716662926
"204032",29,29,1,1,862.0326,55,"F","Parda ",3,9,1,1,1200,9,5142,10,5,7.09007683577609
"204040",29,29,1,1,884.3994,23,"F","Parda ",6,15,1,1,1212,1,5230,4,5,7.10002716662926
"204043",29,29,1,1,884.5321,50,"M","Preta",7,16,1,1,2200,5,8322,8,8,7.69621263934641
"204045",29,29,1,1,1002.685,55,"M","Preta",2,5,1,1,1300,1,9313,3,9,7.17011954344963
"204046",29,29,1,1,1002.685,22,"M","Preta",5,12,1,1,1212,1,5223,4,5,7.10002716662926
"204049",29,29,1,1,908.5199,54,"F","Preta",7,16,1,1,1950,5,2341,9,2,7.57558465155779
"204053",29,29,1,1,1015.609,24,"M","Parda ",5,12,1,1,1300,1,4110,3,4,7.17011954344963
"204056",29,29,1,1,1304.843,38,"F","Preta",5,12,1,1,1212,1,3213,4,3,7.10002716662926
"204065",29,29,1,1,1288.02,47,"F","Parda ",5,12,1,1,500,9,5141,10,5,6.21460809842219
"204066",29,29,1,1,1288.02,49,"M","Parda ",5,12,1,1,1600,1,8331,5,8,7.37775890822787
"204068",29,29,1,1,1750.946,37,"M","Parda ",5,12,1,1,2400,9,5221,4,5,7.78322401633604
"204071",29,29,1,1,1473.653,39,"F","Parda ",7,16,1,1,6000,6,3343,8,3,8.69951474821019
"204073",29,29,1,1,1023.357,49,"F","Preta",7,16,1,1,2040,7,3341,8,3,7.62070508683826
"204074",29,29,1,1,743.2734,40,"F","Preta",2,6,1,1,1100,1,9112,7,9,7.00306545878646
"204078",29,29,1,1,891.3743,35,"M","Preta",4,10,1,1,1800,9,5211,4,5,7.49554194388426
"204079",29,29,1,1,891.3743,42,"F","Preta",5,12,1,1,1600,1,5112,5,5,7.37775890822787
"204080",29,29,1,1,1028.944,38,"M","Parda ",5,12,1,1,2200,1,1420,4,1,7.69621263934641
"204081",29,29,1,1,1028.944,34,"F","Preta",5,12,1,1,1800,1,3343,9,3,7.49554194388426
"204083",29,29,1,1,567.7349,52,"F","Preta",5,12,1,1,1300,1,5223,4,5,7.17011954344963
"204085",29,29,1,1,847.8621,45,"M","Branca",7,16,1,1,3500,7,8322,2,8,8.1605182474775
"204086",29,29,1,1,847.8621,43,"F","Branca",7,16,1,1,2200,1,4120,7,4,7.69621263934641
"204088",29,29,1,1,738.1889,51,"F","Preta",2,8,1,1,2500,9,5221,6,5,7.82404601085629
"204089",29,29,1,1,738.1889,20,"F","Preta",5,12,1,1,1050,1,4222,7,4,6.95654544315157
"204098",29,29,1,1,897.7284,20,"M","Parda ",5,12,1,1,1000,9,8322,5,8,6.90775527898214
"204100",29,29,1,1,938.1659,40,"M","Parda ",5,12,1,1,500,2,3115,2,3,6.21460809842219
"204104",29,29,1,1,763.3439,53,"M","Parda ",5,12,1,1,2000,1,5120,6,5,7.60090245954208
"204105",29,29,1,1,763.3439,52,"F","Preta",5,12,1,1,1700,1,3221,9,3,7.43838353004431
"204106",29,29,1,1,763.3439,20,"F","Parda ",5,12,1,1,650,1,4110,9,4,6.47697236288968
"204108",29,29,1,1,728.8152,41,"M","Parda ",5,12,1,1,1212,1,5414,4,5,7.10002716662926
"204111",29,29,1,1,705.3094,47,"M","Preta",4,11,1,1,2500,9,7233,3,7,7.82404601085629
"204112",29,29,1,1,705.3094,37,"F","Branca",4,10,1,1,500,9,5211,4,5,6.21460809842219
"204113",29,29,1,1,705.3094,16,"F","Parda ",4,11,1,1,1100,9,5244,4,5,7.00306545878646
"204114",29,29,1,1,594.5596,60,"M","Parda ",5,12,1,1,400,9,7531,2,7,5.99146454710798
"204115",29,29,1,1,843.7917,39,"M","Parda ",3,9,1,1,1500,9,7231,4,7,7.3132203870903
"204116",29,29,1,1,843.7917,32,"F","Preta",3,9,1,1,150,9,9510,7,9,5.01063529409626
"204120",29,29,1,1,977.0939,27,"M","Parda ",2,8,1,1,300,9,9520,4,9,5.7037824746562
"204123",29,29,1,1,797.6064,47,"M","Indígena",5,12,1,1,2500,9,7112,3,7,7.82404601085629
"204125",29,29,1,1,587.5919,67,"M","Branca",2,5,1,1,300,9,9612,4,9,5.7037824746562
"204128",29,29,1,1,578.557,48,"M","Parda ",4,10,1,1,1212,1,8344,4,8,7.10002716662926
"204130",29,29,1,1,931.6724,27,"M","Preta",4,10,1,1,1212,1,4321,5,4,7.10002716662926
"204134",29,29,1,1,681.1215,41,"M","Parda ",6,13,1,1,1212,1,3513,9,3,7.10002716662926
"204135",29,29,1,1,681.1215,38,"F","Parda ",7,16,1,1,1212,1,5230,4,5,7.10002716662926
"204140",29,29,1,1,1174.983,20,"M","Preta",5,12,1,1,1000,9,5211,4,5,6.90775527898214
"204141",29,29,1,1,1174.983,21,"F","Preta",3,9,1,1,600,4,5311,11,5,6.39692965521615
"204142",29,29,1,1,1174.983,21,"M","Preta",4,11,1,1,1200,9,5212,6,5,7.09007683577609
"204145",29,29,1,1,652.7995,35,"F","Parda ",5,12,1,1,1500,1,5414,5,5,7.3132203870903
"204148",29,29,1,1,867.8624,40,"M","Preta",2,1,1,1,1212,1,9313,3,9,7.10002716662926
"204149",29,29,1,1,867.8624,39,"M","Preta",5,12,1,1,1500,1,5223,4,5,7.3132203870903
"204153",29,29,1,1,1034.722,52,"M","Parda ",2,1,1,1,1212,9,5212,6,5,7.10002716662926
"204155",29,29,1,1,952.201,34,"M","Parda ",7,16,1,1,3650,7,8322,8,8,8.20248244657654
"204156",29,29,1,1,952.201,40,"F","Parda ",5,12,1,1,600,8,5141,10,5,6.39692965521615
"204158",29,29,1,1,1142.645,32,"F","Preta",5,12,1,1,1300,1,5230,4,5,7.17011954344963
"204162",29,29,1,1,737.5947,51,"F","Parda ",7,16,1,1,4000,1,1219,7,1,8.29404964010203
"204163",29,29,1,1,737.5947,24,"F","Parda ",7,16,1,1,3000,5,3411,8,3,8.00636756765025
"204164",29,29,1,1,940.8733,27,"F","Preta",5,12,1,1,1212,3,9111,11,9,7.10002716662926
"204165",29,29,1,1,902.4366,51,"M","Preta",5,12,1,1,2800,1,8160,2,8,7.9373746961633
"204167",29,29,1,1,902.4366,28,"M","Preta",5,12,1,1,1800,1,5223,4,5,7.49554194388426
"204169",29,29,1,1,928.9648,38,"F","Preta",5,12,1,1,1000,4,9111,11,9,6.90775527898214
"204170",29,29,1,1,928.9648,42,"M","Parda ",6,13,1,1,600,2,4311,7,4,6.39692965521615
"204171",29,29,1,1,969.4878,37,"M","Preta",6,13,1,1,3330,1,3521,7,3,8.11072758297449
"204176",29,29,1,1,973.6313,46,"F","Parda ",5,12,1,1,400,4,9111,11,9,5.99146454710798
"204178",29,29,1,1,973.6313,20,"M","Parda ",5,12,1,1,1200,1,9122,4,9,7.09007683577609
"204179",29,29,1,1,724.6839,54,"M","Parda ",5,12,1,1,1600,1,5153,7,5,7.37775890822787
"204180",29,29,1,1,724.6839,55,"F","Parda ",5,12,1,1,1500,4,5322,11,5,7.3132203870903
"204182",29,29,1,1,877.8327,43,"F","Parda ",5,12,1,1,1100,4,9111,11,9,7.00306545878646
"204183",29,29,1,1,877.8327,23,"F","Parda ",5,12,1,1,1100,2,2341,9,2,7.00306545878646
"204184",29,29,1,1,1272.11,33,"M","Parda ",5,12,1,1,1212,9,7131,3,7,7.10002716662926
"204185",29,29,1,1,1272.11,25,"F","Branca",5,12,1,1,200,9,7531,2,7,5.29831736654804
"204193",29,29,1,1,1236.863,27,"M","Preta",5,12,1,1,2500,7,210,8,10,7.82404601085629
"204196",29,29,1,1,843.5582,46,"F","Preta",7,16,1,1,500,9,2411,7,2,6.21460809842219
"204208",29,29,1,1,1066.185,30,"M","Preta",5,12,1,1,1212,1,9112,2,9,7.10002716662926
"204210",29,29,1,1,832.5293,45,"M","Parda ",5,12,1,1,1800,1,5414,7,5,7.49554194388426
"204212",29,29,1,1,832.5293,60,"M","Parda ",5,12,1,1,9000,7,3355,8,3,9.10497985631836
"204213",29,29,1,1,832.5293,40,"F","Parda ",5,12,1,1,1600,1,5414,7,5,7.37775890822787
"204215",29,29,1,1,940.7705,31,"F","Preta",7,16,1,1,1300,7,4110,8,4,7.17011954344963
"204216",29,29,1,1,940.7705,25,"M","Preta",6,16,1,1,1700,1,8344,4,8,7.43838353004431
"204221",29,29,1,1,1076.013,29,"F","Preta",5,12,1,1,1200,2,4226,10,4,7.09007683577609
"204224",29,29,1,1,866.5999,25,"F","Preta",5,12,1,1,250,2,5230,4,5,5.52146091786225
"204234",29,29,1,1,882.6893,32,"F","Branca",5,12,1,1,2000,9,5221,4,5,7.60090245954208
"204237",29,29,1,1,1227.823,24,"M","Parda ",3,9,1,1,400,9,9313,3,9,5.99146454710798
"204240",29,29,1,1,817.8373,51,"M","Preta",2,5,1,1,1212,1,7127,2,7,7.10002716662926
"204247",29,29,1,1,1168.889,46,"M","Parda ",7,16,1,1,1212,8,5221,4,5,7.10002716662926
"204248",29,29,1,1,1168.889,54,"F","Parda ",7,16,1,1,1212,2,5230,4,5,7.10002716662926
"204250",29,29,1,1,1372.994,42,"F","Parda ",4,11,1,1,600,9,5221,4,5,6.39692965521615
"204251",29,29,1,1,1372.994,44,"M","Parda ",5,12,1,1,1000,9,8322,5,8,6.90775527898214
"204254",29,29,1,1,1125.18,48,"M","Parda ",5,12,1,1,7000,9,8322,5,8,8.85366542803745
"204256",29,29,1,1,940.9937,42,"F","Parda ",7,16,1,1,300,9,7512,6,7,5.7037824746562
"204262",29,29,1,1,1237.449,19,"F","Parda ",5,12,1,1,600,1,4226,10,4,6.39692965521615
"204263",29,29,1,1,1237.449,44,"M","Branca",5,12,1,1,2400,5,4311,8,4,7.78322401633604
"204264",29,29,1,1,1237.449,40,"F","Parda ",5,12,1,1,800,1,5142,10,5,6.68461172766793
"204267",29,29,1,1,1924.877,41,"M","Preta",5,12,1,1,2000,1,5120,6,5,7.60090245954208
"204270",29,29,1,1,2053.936,37,"M","Parda ",5,12,1,1,1500,1,5414,9,5,7.3132203870903
"204271",29,29,1,1,2053.936,31,"M","Preta",7,16,1,1,1212,9,2634,9,2,7.10002716662926
"204272",29,29,1,1,2317.114,25,"M","Preta",5,12,1,1,1212,9,5141,10,5,7.10002716662926
"204273",29,29,1,1,2317.114,24,"F","Branca",6,15,1,1,1212,1,4222,7,4,7.10002716662926
"204275",29,29,1,1,1453.148,47,"F","Parda ",5,12,1,1,1212,1,3221,9,3,7.10002716662926
"204282",29,29,1,1,1507.376,47,"M","Preta",2,5,1,1,600,9,7131,3,7,6.39692965521615
"204284",29,29,1,1,1232.013,57,"M","Parda ",5,12,1,1,1200,1,5153,9,5,7.09007683577609
"204286",29,29,1,1,1696.671,56,"M","Preta",2,3,1,1,1500,9,9612,4,9,7.3132203870903
"204287",29,29,1,1,1696.671,56,"F","Parda ",2,7,1,1,1212,3,5311,11,5,7.10002716662926
"204290",29,29,1,1,1131.938,50,"F","Preta",5,12,1,1,150,9,5243,4,5,5.01063529409626
"204291",29,29,1,1,1964.615,61,"F","Preta",5,12,1,1,1100,9,5243,4,5,7.00306545878646
"204292",29,29,1,1,1964.615,27,"M","Preta",5,12,1,1,1212,1,5414,7,5,7.10002716662926
"204293",29,29,1,1,1964.615,24,"M","Preta",6,14,1,1,100,9,2359,9,2,4.60517018598809
"204297",29,29,1,1,1892.666,25,"M","Parda ",5,12,1,1,1500,1,3221,9,3,7.3132203870903
"204300",29,29,1,1,1530.114,57,"M","Preta",5,12,1,1,3000,9,8322,5,8,8.00636756765025
"204302",29,29,1,1,1530.114,31,"F","Preta",5,12,1,1,600,2,5223,4,5,6.39692965521615
"204303",29,29,1,1,1530.114,29,"M","Preta",5,12,1,1,1212,1,4321,4,4,7.10002716662926
"204310",29,29,1,1,1753.615,37,"F","Branca",3,9,1,1,700,3,9111,11,9,6.5510803350434
"204312",29,29,1,1,1572.055,43,"M","Preta",5,12,1,1,2000,9,7112,3,7,7.60090245954208
"204313",29,29,1,1,1572.055,43,"F","Preta",5,12,1,1,800,4,9111,11,9,6.68461172766793
"204317",29,29,1,1,1398.129,45,"F","Preta",5,12,1,1,1212,1,9334,4,9,7.10002716662926
"204318",29,29,1,1,1398.129,25,"F","Preta",5,12,1,1,1212,1,9334,4,9,7.10002716662926
"204319",29,29,1,1,1679.717,37,"F","Parda ",5,12,1,1,400,4,9111,11,9,5.99146454710798
"204323",29,29,1,1,1648.158,20,"F","Preta",5,12,1,1,1300,2,5131,6,5,7.17011954344963
"204324",29,29,1,1,1648.158,19,"M","Parda ",5,12,1,1,1300,2,5131,6,5,7.17011954344963
"204326",29,29,1,1,1294.218,28,"F","Parda ",5,12,1,1,100,9,5142,10,5,4.60517018598809
"204327",29,29,1,1,1587.282,54,"M","Parda ",5,12,1,1,1600,1,5414,7,5,7.37775890822787
"204328",29,29,1,1,1587.282,54,"F","Parda ",5,12,1,1,200,9,5141,10,5,5.29831736654804
"204330",29,29,1,1,2546.87,27,"M","Preta",4,11,1,1,1212,1,9112,7,9,7.10002716662926
"204331",29,29,1,1,2546.87,29,"M","Parda ",6,13,1,1,4000,9,5221,4,5,8.29404964010203
"204332",29,29,1,1,1829.038,35,"M","Branca",2,8,1,1,3200,8,5221,4,5,8.07090608878782
"204333",29,29,1,1,1829.038,38,"F","Branca",6,15,1,1,1600,8,5221,4,5,7.37775890822787
"204335",29,29,1,1,1829.038,16,"M","Branca",4,10,1,1,1600,8,5221,4,5,7.37775890822787
"204336",29,29,1,1,1976.868,43,"M","Parda ",5,12,1,1,550,8,5221,4,5,6.30991827822652
"204337",29,29,1,1,1976.868,37,"M","Parda ",7,16,1,1,2500,1,4221,7,4,7.82404601085629
"204338",29,29,1,1,1332.729,40,"F","Preta",5,12,1,1,1212,1,9112,7,9,7.10002716662926
"204339",29,29,1,1,1332.729,55,"M","Preta",5,12,1,1,1500,1,7422,7,7,7.3132203870903
"204341",29,29,1,1,1714.68,42,"M","Parda ",5,12,1,1,1800,1,5414,7,5,7.49554194388426
"204342",29,29,1,1,1714.68,29,"F","Parda ",5,12,1,1,1200,1,3322,4,3,7.09007683577609
"204346",29,29,1,1,1392.326,45,"M","Parda ",7,16,1,1,2500,6,2221,9,2,7.82404601085629
"204347",29,29,1,1,2164.715,27,"M","Parda ",7,14,1,1,1700,1,3322,4,3,7.43838353004431
"204351",29,29,1,1,1053.993,60,"M","Parda ",2,5,1,1,720,2,9112,7,9,6.5792512120101
"204352",29,29,1,1,1053.993,19,"M","Preta",2,5,1,1,500,2,7422,7,7,6.21460809842219
"204360",29,29,1,1,952.1128,32,"F","Parda ",5,12,1,1,2000,1,5414,5,5,7.60090245954208
"204361",29,29,1,1,1300.358,37,"M","Parda ",5,12,1,1,1400,1,5153,9,5,7.24422751560335
"204362",29,29,1,1,1300.358,39,"F","Preta",5,12,1,1,1212,1,5246,6,5,7.10002716662926
"204365",29,29,1,1,967.9331,42,"F","Preta",5,12,1,1,1212,3,9111,11,9,7.10002716662926
"204373",29,29,1,1,854.4171,47,"F","Parda ",2,7,1,1,500,4,9111,11,9,6.21460809842219
"204374",29,29,1,1,1518.123,50,"F","Parda ",7,16,1,1,1212,4,5322,11,5,7.10002716662926
"204375",29,29,1,1,1518.123,34,"M","Parda ",5,12,1,1,900,2,8321,6,8,6.80239476332431
"204382",29,29,1,1,1045.043,60,"M","Preta",2,6,1,1,1500,9,7213,2,7,7.3132203870903
"204383",29,29,1,1,1045.043,50,"F","Parda ",5,12,1,1,1212,8,1345,9,1,7.10002716662926
"204387",29,29,1,1,1191.538,26,"M","Preta",3,9,1,1,700,2,9122,4,9,6.5510803350434
"204389",29,29,1,1,1381.285,40,"M","Preta",3,9,1,1,700,9,9510,10,9,6.5510803350434
"204391",29,29,1,1,576.5486,36,"F","Branca",7,16,1,1,8500,1,2635,2,2,9.04782144247841
"204392",29,29,1,1,744.9762,62,"F","Branca",7,16,1,1,600,9,7512,6,7,6.39692965521615
"204395",29,29,1,1,735.347,40,"F","Branca",7,16,1,1,2000,9,7319,2,7,7.60090245954208
"204398",29,29,1,1,1044.876,28,"M","Branca",6,14,1,1,1500,9,5249,7,5,7.3132203870903
"204399",29,29,1,1,1044.876,24,"F","Branca",7,16,1,1,1500,9,5142,7,5,7.3132203870903
"204403",29,29,1,1,735.9376,22,"F","Parda ",5,12,1,1,1212,2,5242,4,5,7.10002716662926
"204404",29,29,1,1,814.0728,44,"F","Parda ",5,12,1,1,1200,9,5211,4,5,7.09007683577609
"204405",29,29,1,1,814.0728,36,"M","Preta",7,16,1,1,1500,9,2611,7,2,7.3132203870903
"204411",29,29,1,1,855.5282,48,"M","Parda ",7,16,1,1,3500,1,2330,9,2,8.1605182474775
"204412",29,29,1,1,603.3878,34,"F","Parda ",7,16,1,1,3500,9,5221,4,5,8.1605182474775
"204418",29,29,1,1,864.7192,40,"M","Parda ",1,0,1,1,400,2,9612,2,9,5.99146454710798
"204422",29,29,1,1,779.8636,60,"M","Parda ",2,5,1,1,1212,8,5221,6,5,7.10002716662926
"204424",29,29,1,1,779.8636,27,"F","Branca",7,16,1,1,1400,1,5142,10,5,7.24422751560335
"204426",29,29,1,1,539.1766,60,"F","Preta",1,0,1,1,900,9,5221,6,5,6.80239476332431
"204428",29,29,1,1,1091.609,23,"M","Parda ",5,12,1,1,900,2,4311,7,4,6.80239476332431
"204433",29,29,1,1,1012.439,37,"F","Parda ",5,12,1,1,600,4,9111,11,9,6.39692965521615
"204438",29,29,1,1,786.6273,47,"F","Preta",1,0,1,1,1212,3,9111,11,9,7.10002716662926
"204442",29,29,1,1,1173.552,22,"M","Branca",5,12,1,1,600,2,5223,4,5,6.39692965521615
"204445",29,29,1,1,727.9125,50,"M","Parda ",2,4,1,1,2000,9,9520,4,9,7.60090245954208
"204447",29,29,1,1,727.9125,19,"M","Parda ",5,12,1,1,900,2,7422,7,7,6.80239476332431
"204449",29,29,1,1,854.2889,45,"M","Preta",5,12,1,1,1800,1,5414,7,5,7.49554194388426
"204451",29,29,1,1,871.3852,51,"M","Parda ",5,12,1,1,5000,2,5223,4,5,8.51719319141624
"204452",29,29,1,1,871.3852,46,"F","Parda ",5,12,1,1,5000,2,5223,4,5,8.51719319141624
"204453",29,29,1,1,871.3852,27,"M","Parda ",5,12,1,1,2100,1,8332,7,8,7.64969262371151
"204456",29,29,1,1,790.3125,50,"M","Branca",2,7,1,1,1212,9,7522,2,7,7.10002716662926
"204462",29,29,1,1,1131.971,40,"M","Preta",4,12,1,1,2000,8,5141,10,5,7.60090245954208
"204463",29,29,1,1,1131.971,40,"F","Branca",3,9,1,1,1800,4,9111,11,9,7.49554194388426
"204464",29,29,1,1,1131.971,17,"M","Parda ",4,10,1,1,800,2,5141,10,5,6.68461172766793
"204465",29,29,1,1,1711.45,36,"M","Preta",2,5,1,1,800,9,9510,4,9,6.68461172766793
"204466",29,29,1,1,959.2215,49,"F","Parda ",5,12,1,1,1000,9,5211,4,5,6.90775527898214
"204470",29,29,1,1,1212.454,42,"M","Preta",5,12,1,1,1212,1,9112,4,9,7.10002716662926
"204473",29,29,1,1,1215.002,43,"F","Amarela",4,10,1,1,1212,1,5223,4,5,7.10002716662926
"204474",29,29,1,1,1215.002,40,"M","Preta",4,10,1,1,1212,1,9313,3,9,7.10002716662926
"204475",29,29,1,1,1215.002,21,"F","Amarela",5,12,1,1,1212,1,4222,7,4,7.10002716662926
"204476",29,29,1,1,1215.002,21,"F","Amarela",5,12,1,1,2000,1,1221,4,1,7.60090245954208
"204477",29,29,1,1,1588.746,27,"F","Amarela",4,11,1,1,1500,9,5141,10,5,7.3132203870903
"204478",29,29,1,1,1588.746,26,"M","Preta",4,11,1,1,2800,2,7112,3,7,7.9373746961633
"204479",29,29,1,1,1100.577,55,"M","Parda ",2,5,1,1,1200,1,7112,7,7,7.09007683577609
"204480",29,29,1,1,1100.577,49,"F","Branca",5,12,1,1,1212,9,5311,10,5,7.10002716662926
"204481",29,29,1,1,1100.577,23,"F","Branca",5,12,1,1,300,2,5131,6,5,5.7037824746562
"204484",29,29,1,1,1353.213,32,"M","Preta",5,12,1,1,1400,1,5414,7,5,7.24422751560335
"204487",29,29,1,1,1304.35,35,"M","Branca",3,9,1,1,1200,9,8321,5,8,7.09007683577609
"204490",29,29,1,1,1247.013,18,"F","Parda ",2,7,1,1,720,2,5249,7,5,6.5792512120101
"204492",29,29,1,1,741.1956,26,"F","Preta",7,16,1,1,1212,1,4226,9,4,7.10002716662926
"204493",29,29,1,1,849.6958,61,"M","Branca",7,16,1,1,4500,1,7233,3,7,8.41183267575841
