"","UF","Capital","area","tipoArea","peso","idad","sexo","raca","nvlMaisElevado","anosEst","posTrab","posOcup","rendOcup","grupPosOcup","ocup","classeOcup1","classeOcup2","ln_rendOcup"
"141984",25,25,1,1,107.2865,87,"F","Parda ",2,1,1,1,200,9,5211,4,5,5.29831736654804
"141985",25,25,1,1,146.6402,49,"F","Parda ",3,9,1,1,1200,3,9111,11,9,7.09007683577609
"141986",25,25,1,1,146.6402,37,"M","Parda ",3,9,1,1,1200,2,9313,3,9,7.09007683577609
"141987",25,25,1,1,120.278,25,"F","Branca",7,16,1,1,1200,1,2353,9,2,7.09007683577609
"141993",25,25,1,1,352.9726,30,"M","Branca",7,16,1,1,1212,7,4110,8,4,7.10002716662926
"141994",25,25,1,1,352.9726,28,"F","Branca",7,15,1,1,1200,6,4110,8,4,7.09007683577609
"141996",25,25,1,1,285.7146,63,"M","Branca",5,12,1,1,3600,9,3313,7,3,8.1886891244442
"141998",25,25,1,1,285.7146,40,"F","Parda ",7,16,1,1,4800,6,3412,9,3,8.47637119689598
"142004",25,25,1,1,257.8588,63,"F","Preta",2,5,1,1,1200,4,5322,11,5,7.09007683577609
"142005",25,25,1,1,257.8588,55,"M","Branca",5,12,1,1,1200,9,7131,3,7,7.09007683577609
"142006",25,25,1,1,257.8588,27,"F","Preta",6,13,1,1,720,2,5311,9,5,6.5792512120101
"142008",25,25,1,1,257.3533,63,"F","Parda ",2,5,1,1,700,9,7531,2,7,6.5510803350434
"142010",25,25,1,1,257.3533,21,"F","Branca",5,12,1,1,1200,1,4222,7,4,7.09007683577609
"142014",25,25,1,1,301.6792,46,"M","Parda ",7,15,1,1,700,9,5249,7,5,6.5510803350434
"142015",25,25,1,1,301.6792,25,"F","Parda ",5,12,1,1,1200,1,9412,9,9,7.09007683577609
"142019",25,25,1,1,275.9896,49,"M","Parda ",5,12,1,1,1500,9,9333,5,9,7.3132203870903
"142020",25,25,1,1,275.9896,49,"F","Parda ",7,16,1,1,2000,7,2635,9,2,7.60090245954208
"142024",25,25,1,1,310.4816,26,"F","Parda ",7,16,1,1,5000,2,2261,9,2,8.51719319141624
"142026",25,25,1,1,352.1826,31,"M","Parda ",3,9,1,1,1200,9,7234,10,7,7.09007683577609
"142027",25,25,1,1,352.1826,28,"F","Parda ",2,8,1,1,1200,3,9111,11,9,7.09007683577609
"142032",25,25,1,1,480.6839,32,"M","Parda ",4,11,1,1,1700,9,7213,2,7,7.43838353004431
"142034",25,25,1,1,164.8793,56,"F","Preta",5,12,1,1,600,9,5243,4,5,6.39692965521615
"142036",25,25,1,1,220.0216,55,"M","Parda ",2,5,1,1,1200,1,9334,4,9,7.09007683577609
"142043",25,25,1,1,373.9336,34,"M","Preta",2,5,1,1,600,9,7522,2,7,6.39692965521615
"142045",25,25,1,1,265.3889,49,"M","Branca",5,12,1,1,1200,2,7231,4,7,7.09007683577609
"142046",25,25,1,1,265.3889,28,"M","Parda ",5,12,1,1,1212,9,8321,5,8,7.10002716662926
"142047",25,25,1,1,265.3889,26,"F","Branca",5,12,1,1,1212,1,4222,7,4,7.10002716662926
"142048",25,25,1,1,265.3889,29,"M","Parda ",5,12,1,1,1212,1,3221,9,3,7.10002716662926
"142049",25,25,1,1,265.3889,28,"F","Parda ",5,12,1,1,850,1,4222,7,4,6.74523634948436
"142053",25,25,1,1,190.1876,63,"M","Branca",2,6,1,1,200,9,9612,4,9,5.29831736654804
"142062",25,25,1,1,187.1642,53,"M","Parda ",2,7,1,1,1200,1,7223,2,7,7.09007683577609
"142063",25,25,1,1,187.1642,52,"M","Parda ",2,6,1,1,1200,1,9313,3,9,7.09007683577609
"142064",25,25,1,1,209.304,46,"F","Parda ",5,12,1,1,500,2,2342,9,2,6.21460809842219
"142070",25,25,1,1,207.6393,58,"M","Parda ",5,12,1,1,2300,1,8331,5,8,7.74066440191724
"142076",25,25,1,1,190.712,57,"M","Parda ",7,16,1,1,5000,1,6121,1,6,8.51719319141624
"142077",25,25,1,1,190.712,57,"F","Parda ",7,16,1,1,1212,1,4110,9,4,7.10002716662926
"142078",25,25,1,1,190.712,25,"M","Parda ",6,16,1,1,3000,9,5221,4,5,8.00636756765025
"142079",25,25,1,1,190.712,23,"M","Parda ",6,14,1,1,2000,9,8322,5,8,7.60090245954208
"142080",25,25,1,1,190.712,39,"F","Parda ",5,12,1,1,1300,9,3334,7,3,7.17011954344963
"142081",25,25,1,1,152.1027,65,"F","Branca",7,16,1,1,9500,7,2212,9,2,9.15904707758863
"142082",25,25,1,1,152.1027,31,"F","Branca",7,16,1,1,1212,1,4311,7,4,7.10002716662926
"142084",25,25,1,1,139.0065,60,"M","Branca",7,16,1,1,1212,1,2411,6,2,7.10002716662926
"142085",25,25,1,1,139.0065,53,"F","Preta",1,0,1,1,1200,4,9111,11,9,7.09007683577609
"142086",25,25,1,1,136.661,65,"M","Branca",7,16,1,1,16000,7,2310,9,2,9.68034400122192
"142090",25,25,1,1,197.0781,42,"F","Parda ",7,16,1,1,5000,9,4221,7,4,8.51719319141624
"142091",25,25,1,1,197.0781,50,"M","Parda ",5,12,1,1,5000,8,9122,4,9,8.51719319141624
"142093",25,25,1,1,228.5097,32,"F","Branca",7,16,1,1,11000,7,2422,8,2,9.30565055178051
"142094",25,25,1,1,228.5097,39,"M","Branca",7,16,1,1,11000,7,2634,8,2,9.30565055178051
"142099",25,25,1,1,237.9785,61,"F","Preta",2,8,1,1,1200,4,9111,11,9,7.09007683577609
"142103",25,25,1,1,194.0072,59,"M","Preta",7,16,1,1,6000,7,4110,8,4,8.69951474821019
"142110",25,25,1,1,185.0812,37,"F","Parda ",6,13,1,1,1212,1,5223,4,5,7.10002716662926
"142111",25,25,1,1,232.0097,48,"F","Parda ",7,15,1,1,1212,1,9112,7,9,7.10002716662926
"142112",25,25,1,1,232.0097,50,"M","Branca",5,12,1,1,2000,1,9112,7,9,7.60090245954208
"142113",25,25,1,1,232.0097,27,"M","Parda ",7,15,1,1,1800,1,8332,4,8,7.49554194388426
"142115",25,25,1,1,264.4562,49,"M","Parda ",5,12,1,1,1238,1,5153,7,5,7.12125245324454
"142125",25,25,1,1,159.5197,57,"F","Preta",2,3,1,1,200,9,9612,4,9,5.29831736654804
"142126",25,25,1,1,202.7437,47,"M","Parda ",3,9,1,1,1500,9,5141,10,5,7.3132203870903
"142134",25,25,1,1,194.7216,47,"M","Branca",1,0,1,1,1200,9,5221,4,5,7.09007683577609
"142137",25,25,1,1,242.4672,46,"M","Parda ",2,5,1,1,1212,9,9333,2,9,7.10002716662926
"142139",25,25,1,1,233.7691,55,"M","Parda ",2,8,1,1,1212,1,9112,7,9,7.10002716662926
"142144",25,25,1,1,300.7018,28,"M","Parda ",2,7,1,1,400,9,9612,4,9,5.99146454710798
"142146",25,25,1,1,283.2071,44,"M","Preta",2,7,1,1,1212,1,9112,10,9,7.10002716662926
"142147",25,25,1,1,274.0319,39,"M","Preta",2,7,1,1,1212,1,4322,2,4,7.10002716662926
"142155",25,25,1,1,217.1331,51,"F","Parda ",7,16,1,1,1500,9,5142,10,5,7.3132203870903
"142156",25,25,1,1,217.1331,52,"M","Parda ",7,16,1,1,2000,1,4226,9,4,7.60090245954208
"142158",25,25,1,1,212.2734,64,"M","Branca",7,16,1,1,3800,7,2341,9,2,8.24275634571448
"142159",25,25,1,1,212.2734,53,"F","Branca",7,16,1,1,3800,7,2341,9,2,8.24275634571448
"142161",25,25,1,1,237.2057,47,"F","Branca",2,8,1,1,1212,9,5243,4,5,7.10002716662926
"142162",25,25,1,1,237.2057,20,"F","Parda ",6,14,1,1,1212,9,5243,4,5,7.10002716662926
"142164",25,25,1,1,237.1601,41,"M","Parda ",6,15,1,1,2300,1,7112,4,7,7.74066440191724
"142165",25,25,1,1,237.1601,44,"F","Parda ",7,16,1,1,1300,1,5312,9,5,7.17011954344963
"142173",25,25,1,1,200.7104,48,"F","Branca",7,16,1,1,1212,9,7533,2,7,7.10002716662926
"142174",25,25,1,1,200.7104,49,"M","Parda ",5,13,1,1,1212,9,8322,5,8,7.10002716662926
"142181",25,25,1,1,310.1498,30,"F","Parda ",7,16,1,1,2500,9,5142,10,5,7.82404601085629
"142182",25,25,1,1,310.1498,35,"M","Parda ",5,12,1,1,2500,9,7112,10,7,7.82404601085629
"142186",25,25,1,1,243.9708,33,"M","Branca",5,12,1,1,1200,1,4110,7,4,7.09007683577609
"142187",25,25,1,1,243.9708,53,"F","Branca",5,12,1,1,300,4,9111,11,9,5.7037824746562
"142188",25,25,1,1,290.7894,79,"F","Preta",3,9,1,1,2500,8,7512,6,7,7.82404601085629
"142189",25,25,1,1,290.7894,35,"M","Parda ",5,12,1,1,1500,9,9412,6,9,7.3132203870903
"142194",25,25,1,1,340.0926,29,"M","Parda ",5,12,1,1,1200,9,5414,7,5,7.09007683577609
"142203",25,25,1,1,192.7561,57,"M","Parda ",5,12,1,1,1200,1,9112,7,9,7.09007683577609
"142206",25,25,1,1,197.0291,70,"M","Branca",5,12,1,1,800,9,5221,4,5,6.68461172766793
"142207",25,25,1,1,254.1031,44,"F","Parda ",7,16,1,1,3000,6,2341,9,2,8.00636756765025
"142208",25,25,1,1,254.1031,43,"M","Branca",7,16,1,1,3000,6,2341,9,2,8.00636756765025
"142211",25,25,1,1,212.4645,39,"F","Preta",5,12,1,1,200,9,5243,4,5,5.29831736654804
"142214",25,25,1,1,212.4645,58,"F","Parda ",5,12,1,1,320,9,2636,10,2,5.76832099579377
"142221",25,25,1,1,253.4325,37,"M","Branca",5,12,1,1,150,9,8332,5,8,5.01063529409626
"142225",25,25,1,1,310.4106,52,"M","Parda ",7,16,1,1,20000,8,1120,7,1,9.90348755253613
"142229",25,25,1,1,412.4534,34,"F","Branca",7,16,1,1,2000,9,2611,7,2,7.60090245954208
"142230",25,25,1,1,412.4534,39,"M","Branca",7,16,1,1,2000,9,2320,10,2,7.60090245954208
"142232",25,25,1,1,329.4803,45,"M","Branca",7,16,1,1,13000,7,1346,7,1,9.47270463644367
"142233",25,25,1,1,329.4803,43,"F","Branca",7,16,1,1,10000,7,1346,7,1,9.21034037197618
"142236",25,25,1,1,361.3127,32,"F","Parda ",7,16,1,1,2000,9,2611,7,2,7.60090245954208
"142237",25,25,1,1,361.3127,35,"M","Branca",7,16,1,1,1300,1,3123,3,3,7.17011954344963
"142239",25,25,1,1,366.8624,26,"M","Branca",6,15,1,1,2500,1,3343,6,3,7.82404601085629
"142241",25,25,1,1,263.8247,57,"F","Branca",7,16,1,1,25000,7,2310,9,2,10.1266311038503
"142242",25,25,1,1,263.8247,22,"M","Branca",6,13,1,1,400,2,3512,7,3,5.99146454710798
"142243",25,25,1,1,263.8247,57,"F","Preta",7,16,1,1,1212,4,9111,11,9,7.10002716662926
"142245",25,25,1,1,385.49,39,"M","Branca",7,16,1,1,6000,6,2211,9,2,8.69951474821019
"142247",25,25,1,1,385.49,24,"F","Branca",3,9,1,1,1212,3,9111,11,9,7.10002716662926
"142250",25,25,1,1,287.145,45,"F","Parda ",7,16,1,1,6000,1,2511,7,2,8.69951474821019
"142251",25,25,1,1,287.145,47,"M","Branca",7,16,1,1,8000,2,2142,3,2,8.98719682066197
"142257",25,25,1,1,241.2808,81,"M","Branca",7,16,1,1,10000,7,2212,9,2,9.21034037197618
"142258",25,25,1,1,283.3379,57,"M","Parda ",7,16,1,1,13000,7,3411,8,3,9.47270463644367
"142259",25,25,1,1,283.3379,56,"F","Branca",7,16,1,1,10000,7,2622,9,2,9.21034037197618
"142260",25,25,1,1,283.3379,36,"M","Branca",7,16,1,1,6000,7,5412,8,5,8.69951474821019
"142262",25,25,1,1,299.0776,48,"M","Branca",7,16,1,1,15000,7,5412,8,5,9.61580548008435
"142265",25,25,1,1,237.2781,72,"M","Parda ",5,13,1,1,23000,9,2642,3,2,10.0432494949113
"142266",25,25,1,1,237.2781,67,"F","Parda ",7,16,1,1,23000,9,2166,7,2,10.0432494949113
"142267",25,25,1,1,237.2781,35,"F","Parda ",7,16,1,1,10000,7,2611,8,2,9.21034037197618
"142269",25,25,1,1,259.0447,40,"F","Parda ",5,12,1,1,1500,7,3221,9,3,7.3132203870903
"142272",25,25,1,1,353.7226,32,"F","Branca",7,15,1,1,2000,9,5142,10,5,7.60090245954208
"142275",25,25,1,1,405.6058,27,"M","Parda ",2,6,1,1,1200,1,9412,6,9,7.09007683577609
"142283",25,25,1,1,343.0001,37,"M","Parda ",7,16,1,1,4500,7,412,8,10,8.41183267575841
"142284",25,25,1,1,343.0001,35,"F","Parda ",7,16,1,1,4500,7,412,8,10,8.41183267575841
"142288",25,25,1,1,264.8332,44,"F","Branca",5,12,1,1,3000,2,5113,7,5,8.00636756765025
"142289",25,25,1,1,264.8332,40,"M","Branca",4,11,1,1,1212,7,4120,8,4,7.10002716662926
"142291",25,25,1,1,317.8016,32,"M","Branca",5,12,1,1,1340,1,5243,7,5,7.20042489294496
"142294",25,25,1,1,387.871,33,"F","Parda ",7,16,1,1,2000,9,3332,7,3,7.60090245954208
"142295",25,25,1,1,387.871,34,"M","Branca",7,14,1,1,3500,1,5222,4,5,8.1605182474775
"142304",25,25,1,1,171.6857,25,"F","Branca",7,16,1,1,200,9,7314,2,7,5.29831736654804
"142307",25,25,1,1,194.4764,49,"M","Branca",7,15,1,1,3000,9,5249,4,5,8.00636756765025
"142312",25,25,1,1,162.0628,40,"F","Parda ",7,16,1,1,1600,7,2341,9,2,7.37775890822787
"142314",25,25,1,1,161.1458,42,"F","Parda ",7,16,1,1,6000,1,2310,9,2,8.69951474821019
"142315",25,25,1,1,161.1458,39,"F","Parda ",7,16,1,1,8000,7,3411,8,3,8.98719682066197
"142316",25,25,1,1,233.7339,40,"F","Branca",7,16,1,1,2000,1,5242,4,5,7.60090245954208
"142317",25,25,1,1,233.7339,18,"F","Branca",5,12,1,1,714,1,9334,4,9,6.57088296233958
"142319",25,25,1,1,166.8759,64,"F","Parda ",3,9,1,1,6000,9,7314,2,7,8.69951474821019
"142320",25,25,1,1,166.8759,64,"M","Parda ",3,9,1,1,1400,2,8322,4,8,7.24422751560335
"142323",25,25,1,1,223.6468,42,"M","Preta",7,16,1,1,1212,2,5223,4,5,7.10002716662926
"142324",25,25,1,1,223.6468,36,"F","Branca",7,16,1,1,2000,8,2250,7,2,7.60090245954208
"142326",25,25,1,1,198.5633,47,"M","Parda ",7,16,1,1,3500,7,4110,8,4,8.1605182474775
"142328",25,25,1,1,198.5633,21,"F","Branca",6,14,1,1,600,9,5142,10,5,6.39692965521615
"142331",25,25,1,1,209.5789,40,"M","Parda ",5,12,1,1,4400,1,3513,7,3,8.38935981990635
"142332",25,25,1,1,209.5789,42,"F","Parda ",6,14,1,1,3500,1,1330,4,1,8.1605182474775
"142338",25,25,1,1,178.3121,45,"M","Branca",7,16,1,1,1212,7,4110,8,4,7.10002716662926
"142339",25,25,1,1,178.3121,40,"F","Branca",7,16,1,1,1212,7,4110,8,4,7.10002716662926
"142344",25,25,1,1,254.7306,56,"F","Branca",3,9,1,1,600,9,7531,2,7,6.39692965521615
"142350",25,25,1,1,239.5876,39,"F","Parda ",5,12,1,1,800,9,7318,2,7,6.68461172766793
"142352",25,25,1,1,333.2965,46,"M","Branca",5,12,1,1,1300,1,5153,7,5,7.17011954344963
"142353",25,25,1,1,333.2965,45,"F","Parda ",5,12,1,1,1100,3,9111,11,9,7.00306545878646
"142356",25,25,1,1,469.2282,30,"M","Parda ",5,12,1,1,1000,9,3432,10,3,6.90775527898214
"142363",25,25,1,1,328.1407,31,"F","Parda ",5,12,1,1,800,4,9111,11,9,6.68461172766793
"142369",25,25,1,1,270.6214,46,"F","Branca",2,5,1,1,800,4,9111,11,9,6.68461172766793
"142371",25,25,1,1,302.1417,40,"M","Parda ",6,14,1,1,3200,7,5412,8,5,8.07090608878782
"142372",25,25,1,1,302.1417,40,"F","Parda ",7,16,1,1,2800,6,2341,9,2,7.9373746961633
"142374",25,25,1,1,211.0464,53,"F","Branca",6,15,1,1,1200,2,3256,9,3,7.09007683577609
"142376",25,25,1,1,268.2714,42,"F","Branca",7,16,1,1,10000,1,1219,9,1,9.21034037197618
"142378",25,25,1,1,268.2714,42,"M","Branca",7,16,1,1,1212,1,1330,9,1,7.10002716662926
"142379",25,25,1,1,269.1251,37,"F","Branca",7,16,1,1,1200,5,2635,9,2,7.09007683577609
"142380",25,25,1,1,269.1251,38,"M","Preta",6,14,1,1,2500,6,3343,8,3,7.82404601085629
"142383",25,25,1,1,263.6414,30,"F","Parda ",5,12,1,1,700,2,9412,6,9,6.5510803350434
"142386",25,25,1,1,284.5589,40,"M","Parda ",7,16,1,1,3000,1,2221,9,2,8.00636756765025
"142390",25,25,1,1,284.5589,35,"M","Parda ",5,12,1,1,1000,9,8321,5,8,6.90775527898214
"142391",25,25,1,1,195.4232,59,"F","Parda ",7,16,1,1,2500,1,4120,7,4,7.82404601085629
"142392",25,25,1,1,195.4232,19,"M","Parda ",5,12,1,1,1100,1,4222,7,4,7.00306545878646
"142396",25,25,1,1,326.0488,27,"M","Parda ",7,16,1,1,3500,7,2619,8,2,8.1605182474775
"142397",25,25,1,1,326.0488,26,"F","Branca",7,16,1,1,2300,1,2221,9,2,7.74066440191724
"142398",25,25,1,1,299.8466,32,"F","Parda ",2,6,1,1,1300,1,5223,4,5,7.17011954344963
"142399",25,25,1,1,299.8466,35,"M","Parda ",6,13,1,1,1500,1,7233,4,7,7.3132203870903
"142400",25,25,1,1,331.1144,33,"M","Branca",5,12,1,1,2500,1,5223,4,5,7.82404601085629
"142404",25,25,1,1,299.8466,37,"M","Parda ",5,12,1,1,2000,9,5221,4,5,7.60090245954208
"142405",25,25,1,1,299.8466,34,"F","Parda ",7,16,1,1,1100,9,5221,4,5,7.00306545878646
"142406",25,25,1,1,194.483,67,"M","Branca",1,0,1,1,3000,9,5221,4,5,8.00636756765025
"142407",25,25,1,1,194.483,59,"F","Branca",3,9,1,1,1000,9,5221,4,5,6.90775527898214
"142408",25,25,1,1,194.483,30,"M","Branca",7,16,1,1,3000,8,7111,3,7,8.00636756765025
"142409",25,25,1,1,194.483,27,"F","Branca",7,16,1,1,3000,2,3423,10,3,8.00636756765025
"142411",25,25,1,1,190.7148,43,"M","Branca",7,16,1,1,4200,1,2411,7,2,8.34283980427146
"142416",25,25,1,1,186.7967,30,"M","Branca",5,12,1,1,1300,1,5222,4,5,7.17011954344963
"142417",25,25,1,1,186.7967,24,"F","Branca",6,13,1,1,500,2,3411,7,3,6.21460809842219
"142419",25,25,1,1,165.8763,25,"F","Branca",7,16,1,1,2000,9,2161,7,2,7.60090245954208
"142420",25,25,1,1,165.8763,52,"F","Branca",5,13,1,1,5000,9,3313,7,3,8.51719319141624
"142423",25,25,1,1,148.6776,30,"F","Branca",7,16,1,1,1212,1,4110,7,4,7.10002716662926
"142424",25,25,1,1,148.6776,65,"F","Branca",7,16,1,1,10000,5,4321,8,4,9.21034037197618
"142426",25,25,1,1,143.9998,79,"M","Branca",7,16,1,1,5000,1,2619,10,2,8.51719319141624
"142429",25,25,1,1,187.4502,57,"M","Branca",7,16,1,1,5000,7,2421,8,2,8.51719319141624
"142430",25,25,1,1,187.4502,52,"F","Branca",5,12,1,1,2500,1,4110,9,4,7.82404601085629
"142433",25,25,1,1,146.0946,61,"M","Branca",5,12,1,1,4000,7,412,8,10,8.29404964010203
"142434",25,25,1,1,146.0946,52,"F","Branca",7,16,1,1,1212,7,3253,9,3,7.10002716662926
"142437",25,25,1,1,137.3223,56,"F","Branca",7,16,1,1,4700,7,2635,8,2,8.45531778769815
"142438",25,25,1,1,194.1157,52,"F","Branca",7,16,1,1,1800,1,2221,9,2,7.49554194388426
"142440",25,25,1,1,233.4019,45,"F","Preta",2,2,1,1,600,4,9111,11,9,6.39692965521615
"142448",25,25,1,1,334.0313,24,"F","Branca",5,12,1,1,1300,1,5223,4,5,7.17011954344963
"142449",25,25,1,1,334.0313,29,"M","Branca",5,12,1,1,1300,9,3115,10,3,7.17011954344963
"142452",25,25,1,1,249.623,42,"F","Parda ",2,8,1,1,400,4,9111,11,9,5.99146454710798
"142453",25,25,1,1,249.623,21,"M","Parda ",5,12,1,1,1100,1,4321,4,4,7.00306545878646
"142455",25,25,1,1,249.623,22,"F","Parda ",5,12,1,1,800,6,3314,8,3,6.68461172766793
"142464",25,25,1,1,267.8174,42,"M","Parda ",2,2,1,1,1200,2,7512,4,7,7.09007683577609
"142468",25,25,1,1,202.8126,19,"M","Parda ",4,11,1,1,1200,2,8321,4,8,7.09007683577609
"142470",25,25,1,1,317.8757,24,"F","Parda ",5,13,1,1,1212,1,4222,7,4,7.10002716662926
"142471",25,25,1,1,317.8757,25,"M","Branca",5,13,1,1,1212,9,7222,10,7,7.10002716662926
"142477",25,25,1,1,171.9141,51,"M","Branca",2,6,1,1,1212,3,8322,11,8,7.10002716662926
"142478",25,25,1,1,315.6948,27,"M","Parda ",5,12,1,1,3000,8,5221,4,5,8.00636756765025
"142479",25,25,1,1,315.6948,23,"F","Parda ",5,12,1,1,2000,2,5223,4,5,7.60090245954208
"142480",25,25,1,1,205.5949,58,"M","Branca",5,12,1,1,2000,8,5221,4,5,7.60090245954208
"142481",25,25,1,1,205.5949,56,"F","Branca",7,16,1,1,2000,5,1112,8,1,7.60090245954208
"142482",25,25,1,1,205.5949,34,"F","Branca",7,16,1,1,2500,5,2619,8,2,7.82404601085629
"142484",25,25,1,1,199.3243,69,"M","Parda ",7,16,1,1,2000,9,5221,4,5,7.60090245954208
"142485",25,25,1,1,199.3243,56,"F","Branca",5,12,1,1,2000,9,5243,4,5,7.60090245954208
"142489",25,25,1,1,254.3093,47,"F","Preta",2,3,1,1,800,4,9111,11,9,6.68461172766793
"142491",25,25,1,1,254.3093,31,"M","Parda ",5,12,1,1,1200,1,5120,6,5,7.09007683577609
"142500",25,25,1,1,240.8979,44,"F","Preta",5,12,1,1,300,9,5142,10,5,5.7037824746562
"142508",25,25,1,1,205.016,34,"F","Preta",7,16,1,1,4000,7,4110,9,4,8.29404964010203
"142509",25,25,1,1,205.016,35,"M","Preta",6,15,1,1,4000,5,3221,9,3,8.29404964010203
"142512",25,25,1,1,141.1623,36,"F","Branca",5,12,1,1,1215,2,4120,7,4,7.10249935577465
"142513",25,25,1,1,166.2194,60,"F","Parda ",7,16,1,1,2200,5,4225,2,4,7.69621263934641
"142514",25,25,1,1,166.2194,61,"M","Parda ",2,5,1,1,2000,9,5113,5,5,7.60090245954208
"142515",25,25,1,1,166.2194,24,"M","Parda ",6,15,1,1,800,6,3313,8,3,6.68461172766793
"142516",25,25,1,1,166.2194,20,"M","Parda ",6,13,1,1,700,1,5223,4,5,6.5510803350434
"142517",25,25,1,1,229.5428,39,"M","Parda ",5,12,1,1,800,2,5223,4,5,6.68461172766793
"142519",25,25,1,1,131.2548,35,"F","Branca",5,12,1,1,1215,1,9412,6,9,7.10249935577465
"142521",25,25,1,1,161.2903,53,"F","Parda ",5,12,1,1,1215,9,5120,6,5,7.10249935577465
"142522",25,25,1,1,161.2903,21,"M","Preta",3,9,1,1,1215,1,4415,2,4,7.10249935577465
"142524",25,25,1,1,146.6299,58,"M","Branca",5,12,1,1,3500,5,4110,8,4,8.1605182474775
"142525",25,25,1,1,146.6299,56,"F","Branca",7,16,1,1,4000,7,2330,9,2,8.29404964010203
"142527",25,25,1,1,168.4081,54,"F","Parda ",2,7,1,1,1212,4,9111,11,9,7.10002716662926
"142528",25,25,1,1,168.4081,33,"M","Parda ",5,12,1,1,2000,1,5153,10,5,7.60090245954208
"142530",25,25,1,1,218.2317,34,"F","Parda ",2,4,1,1,100,9,5142,10,5,4.60517018598809
"142534",25,25,1,1,184.179,60,"M","Parda ",5,12,1,1,2400,7,4110,8,4,7.78322401633604
"142535",25,25,1,1,184.179,42,"F","Preta",4,10,1,1,200,4,9111,11,9,5.29831736654804
"142540",25,25,1,1,175.8775,53,"M","Parda ",3,9,1,1,100,9,9112,7,9,4.60517018598809
"142544",25,25,1,1,169.0719,49,"F","Parda ",2,4,1,1,1200,6,9112,8,9,7.09007683577609
"142545",25,25,1,1,169.0719,23,"F","Parda ",6,14,1,1,2400,1,3221,9,3,7.78322401633604
"142547",25,25,1,1,183.7947,33,"F","Parda ",2,6,1,1,400,4,9111,11,9,5.99146454710798
"142551",25,25,1,1,183.7947,65,"F","Parda ",2,6,1,1,1100,3,9111,11,9,7.00306545878646
"142553",25,25,1,1,204.4473,32,"M","Branca",1,0,1,1,2500,9,9510,10,9,7.82404601085629
"142554",25,25,1,1,204.4473,19,"M","Parda ",4,11,1,1,1100,2,4321,4,4,7.00306545878646
"142557",25,25,1,1,132.9681,58,"M","Parda ",2,6,1,1,1500,9,5211,3,5,7.3132203870903
"142558",25,25,1,1,132.9681,61,"F","Parda ",2,8,1,1,1212,6,9112,8,9,7.10002716662926
"142560",25,25,1,1,222.1401,34,"M","Preta",5,12,1,1,1300,1,7512,2,7,7.17011954344963
"142563",25,25,1,1,210.2247,42,"M","Parda ",5,12,1,1,1300,6,5414,8,5,7.17011954344963
"142569",25,25,1,1,150.4114,28,"F","Parda ",5,12,1,1,1100,1,4222,7,4,7.00306545878646
"142570",25,25,1,1,164.0516,35,"F","Preta",5,13,1,1,1800,7,3122,2,3,7.49554194388426
"142571",25,25,1,1,181.5344,54,"F","Parda ",3,9,1,1,330,9,5221,4,5,5.79909265446053
"142573",25,25,1,1,181.5344,33,"M","Parda ",2,8,1,1,150,9,5211,4,5,5.01063529409626
"142577",25,25,1,1,191.5395,33,"F","Parda ",2,5,1,1,1100,1,9112,7,9,7.00306545878646
"142581",25,25,1,1,251.9214,69,"M","Preta",2,1,1,1,1450,1,7112,3,7,7.27931883541462
"142587",25,25,1,1,340.4547,31,"M","Amarela",4,12,1,1,2500,1,8332,5,8,7.82404601085629
"142588",25,25,1,1,340.4547,23,"F","Branca",7,16,1,1,1800,1,4110,5,4,7.49554194388426
"142589",25,25,1,1,317.8522,26,"F","Parda ",5,12,1,1,1212,6,4110,8,4,7.10002716662926
"142590",25,25,1,1,317.8522,32,"M","Parda ",5,12,1,1,1400,1,4222,7,4,7.24422751560335
"142596",25,25,1,1,210.7608,45,"F","Branca",5,12,1,1,1212,1,9112,6,9,7.10002716662926
"142603",25,25,1,1,248.8982,28,"F","Branca",5,12,1,1,1350,1,3221,9,3,7.20785987143248
"142604",25,25,1,1,248.8982,30,"M","Branca",5,12,1,1,2000,9,8332,5,8,7.60090245954208
"142608",25,25,1,1,337.6188,29,"M","Amarela",5,12,1,1,1212,9,5141,10,5,7.10002716662926
"142611",25,25,1,1,235.9931,38,"M","Parda ",2,6,1,1,1500,9,7412,4,7,7.3132203870903
"142613",25,25,1,1,193.4292,59,"M","Parda ",5,12,1,1,2500,1,1321,2,1,7.82404601085629
"142615",25,25,1,1,334.0882,31,"M","Parda ",7,16,1,1,1212,1,4226,9,4,7.10002716662926
"142619",25,25,1,1,214.5959,36,"F","Branca",7,16,1,1,2000,9,2163,7,2,7.60090245954208
"142620",25,25,1,1,279.4602,44,"M","Parda ",6,15,1,1,5000,7,512,8,10,8.51719319141624
"142621",25,25,1,1,279.4602,37,"F","Parda ",7,16,1,1,5000,7,2221,9,2,8.51719319141624
"142624",25,25,1,1,353.8802,26,"M","Branca",7,16,1,1,5300,1,2310,9,2,8.57546209954021
"142626",25,25,1,1,186.3945,49,"F","Branca",7,16,1,1,3000,1,1346,7,1,8.00636756765025
"142627",25,25,1,1,253.681,58,"M","Parda ",7,16,1,1,7000,8,2142,7,2,8.85366542803745
"142628",25,25,1,1,253.681,55,"F","Parda ",7,16,1,1,3000,8,1420,4,1,8.00636756765025
"142629",25,25,1,1,253.681,27,"F","Parda ",7,16,1,1,600,9,2634,9,2,6.39692965521615
